,County,Precinct,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREIMCM,G16PRECCAS,G16PRESLAR,G16PREAROC,G16SOSRESP,G16SOSDOLI,G16SSCRNAK,G16SSCDVIG,G16SACRFRE,G16SACDVAR,COUNTYFP
285,Bernalillo,Precinct 411,129,293,50,15,0,0,0,0,123,349,205,264,181,283,001
286,Bernalillo,Precinct 412,42,120,32,0,0,0,0,0,53,133,90,93,74,107,001
287,Bernalillo,Precinct 413,165,342,68,15,0,0,0,0,192,373,285,283,228,319,001
288,Bernalillo,Precinct 414,94,140,35,0,0,0,0,0,99,167,155,109,126,133,001
289,Bernalillo,Precinct 415,109,132,37,0,0,0,0,0,111,166,171,104,155,121,001
290,Bernalillo,Precinct 416,109,204,49,7,0,0,0,0,116,235,191,159,141,203,001
291,Bernalillo,Precinct 417,126,260,57,12,0,0,0,0,121,310,226,204,174,253,001
292,Bernalillo,Precinct 418,175,209,49,0,6,0,0,0,178,252,225,198,207,208,001
293,Bernalillo,Precinct 419,343,370,96,6,10,0,0,0,359,441,526,276,426,368,001
294,Bernalillo,Precinct 420,284,384,102,10,7,0,0,0,308,462,423,344,353,390,001
295,Bernalillo,Precinct 421,253,277,64,10,0,0,0,0,262,327,359,239,304,282,001
296,Bernalillo,Precinct 422,630,602,147,10,17,0,0,0,614,714,838,494,734,574,001
297,Bernalillo,Precinct 423,734,676,158,12,22,0,0,0,798,750,1039,509,927,598,001
298,Bernalillo,Precinct 424,822,698,186,13,19,0,0,0,897,789,1200,481,1061,585,001
299,Bernalillo,Precinct 425,547,524,127,0,18,0,0,0,614,578,832,359,744,425,001
300,Bernalillo,Precinct 426,367,376,110,8,19,0,0,0,398,468,587,277,502,340,001
301,Bernalillo,Precinct 427,698,671,158,11,23,6,0,0,745,785,1084,451,929,565,001
302,Bernalillo,Precinct 428,242,314,40,8,6,0,0,0,233,353,349,239,302,267,001
303,Bernalillo,Precinct 429,369,446,102,14,17,0,0,0,420,506,621,290,526,368,001
304,Bernalillo,Precinct 430,269,253,78,0,17,0,0,0,297,301,407,192,370,221,001
305,Bernalillo,Precinct 431,119,215,53,7,0,0,0,0,123,256,191,188,157,220,001
306,Bernalillo,Precinct 432,185,317,58,10,0,0,0,0,158,388,265,284,211,330,001
307,Bernalillo,Precinct 433,121,195,45,12,0,0,0,0,121,233,161,191,138,209,001
308,Bernalillo,Precinct 434,74,168,47,0,0,0,0,0,85,198,134,149,105,181,001
309,Bernalillo,Precinct 435,201,303,46,0,0,0,0,0,192,336,297,236,244,277,001
310,Bernalillo,Precinct 436,127,204,50,7,0,0,0,0,131,245,177,199,153,219,001
311,Bernalillo,Precinct 437,65,140,34,0,0,0,0,0,70,163,116,120,91,141,001
312,Bernalillo,Precinct 438,137,345,54,17,0,0,0,0,157,370,197,322,164,348,001
313,Bernalillo,Precinct 439,187,389,96,21,12,0,0,0,215,460,311,362,256,413,001
314,Bernalillo,Precinct 440,99,139,38,0,0,0,0,0,99,172,158,111,137,126,001
315,Bernalillo,Precinct 441,110,222,38,7,0,0,0,0,116,246,174,189,140,218,001
316,Bernalillo,Precinct 442,110,253,40,0,0,0,0,0,117,277,181,212,131,257,001
317,Bernalillo,Precinct 443,96,191,57,12,0,0,0,0,114,230,169,172,129,212,001
318,Bernalillo,Precinct 444,105,209,38,0,0,0,0,0,97,245,147,191,120,216,001
319,Bernalillo,Precinct 445,134,178,47,9,0,0,0,0,134,233,210,150,166,184,001
320,Bernalillo,Precinct 446,144,210,56,8,0,0,0,0,149,255,226,177,182,213,001
321,Bernalillo,Precinct 447,975,621,209,7,21,0,0,0,1020,762,1362,409,1249,492,001
322,Bernalillo,Precinct 448,406,483,120,8,11,0,0,0,403,595,615,380,521,462,001
323,Bernalillo,Precinct 449,236,421,91,11,12,0,0,0,256,473,377,349,328,391,001
324,Bernalillo,Precinct 450,191,188,38,0,0,0,0,0,195,216,281,130,255,150,001
325,Bernalillo,Precinct 451,135,227,44,8,6,0,0,0,151,245,206,185,176,206,001
326,Bernalillo,Precinct 452,155,196,53,6,0,0,0,0,167,224,235,161,203,189,001
327,Bernalillo,Precinct 453,301,493,99,18,6,0,0,0,308,569,444,432,380,478,001
328,Bernalillo,Precinct 454,321,331,92,0,12,0,0,0,358,382,487,252,425,303,001
329,Bernalillo,Precinct 455,773,938,219,15,26,0,0,0,810,1083,1118,772,945,921,001
330,Bernalillo,Precinct 456,420,416,100,15,13,0,0,0,414,512,612,317,528,381,001
331,Bernalillo,Precinct 461,132,174,47,0,0,0,0,0,133,215,212,143,183,165,001
332,Bernalillo,Precinct 462,113,172,40,10,0,0,0,0,118,210,181,142,156,158,001
333,Bernalillo,Precinct 463,153,167,44,0,0,0,0,0,161,201,211,149,192,161,001
334,Bernalillo,Precinct 464,108,136,44,8,0,0,0,0,103,184,164,127,136,146,001
335,Bernalillo,Precinct 465,226,358,64,13,0,0,0,0,212,425,342,301,270,357,001
336,Bernalillo,Precinct 466,206,202,55,0,12,0,0,0,210,257,292,173,256,202,001
337,Bernalillo,Precinct 471,165,186,51,6,0,0,0,0,163,230,247,150,222,166,001
338,Bernalillo,Precinct 472,157,135,49,0,0,0,0,0,162,168,233,98,207,123,001
339,Bernalillo,Precinct 473,101,182,48,7,0,0,0,0,100,228,178,153,150,176,001
340,Bernalillo,Precinct 474,114,130,30,0,0,0,0,0,116,158,162,106,140,122,001
341,Bernalillo,Precinct 475,167,267,70,0,0,0,0,0,181,307,266,226,220,264,001
342,Bernalillo,Precinct 476,249,228,82,14,0,0,0,0,242,318,348,210,292,257,001
343,Bernalillo,Precinct 477,165,381,76,11,0,0,0,0,172,439,259,342,191,397,001
344,Bernalillo,Precinct 478,178,310,74,8,0,0,0,0,182,378,277,272,222,325,001
345,Bernalillo,Precinct 480,289,301,66,0,8,0,0,0,293,354,401,242,359,271,001
346,Bernalillo,Precinct 481,87,151,41,8,0,0,0,0,95,179,135,136,118,149,001
347,Bernalillo,Precinct 482,300,253,72,0,8,0,0,0,308,299,458,160,407,196,001
348,Bernalillo,Precinct 483,336,335,94,12,0,0,0,0,347,410,492,262,436,310,001
349,Bernalillo,Precinct 484,166,255,61,11,7,0,0,0,159,323,273,210,223,254,001
350,Bernalillo,Precinct 485,279,282,76,0,10,0,0,0,283,340,402,218,348,262,001
351,Bernalillo,Precinct 486,305,329,102,9,14,0,0,0,343,401,501,236,442,284,001
352,Bernalillo,Precinct 487,241,270,58,0,0,0,0,0,253,302,375,187,333,224,001
353,Bernalillo,Precinct 488,261,267,69,0,0,0,0,0,265,312,417,169,361,211,001
354,Bernalillo,Precinct 489,305,313,93,0,14,0,0,0,318,377,442,253,374,311,001
355,Bernalillo,Precinct 490,307,213,67,6,6,0,0,0,310,255,427,150,376,195,001
356,Bernalillo,Precinct 491,141,164,43,0,9,0,0,0,148,203,214,139,185,167,001
357,Bernalillo,Precinct 492,136,154,37,0,0,0,0,0,122,198,205,117,180,142,001
358,Bernalillo,Precinct 493,204,215,63,7,0,0,0,0,187,291,318,158,262,199,001
359,Bernalillo,Precinct 494,156,188,54,6,6,0,0,0,162,238,258,138,210,177,001
360,Bernalillo,Precinct 495,227,290,81,10,6,0,0,0,241,339,350,228,291,283,001
361,Bernalillo,Precinct 496,174,164,51,9,8,0,0,0,169,216,272,115,249,134,001
362,Bernalillo,Precinct 497,179,236,71,0,0,0,0,0,171,299,319,150,258,199,001
363,Bernalillo,Precinct 498,196,316,63,8,9,0,0,0,202,363,308,267,267,293,001
364,Bernalillo,Precinct 499,209,245,60,0,0,0,0,0,217,294,320,185,272,227,001
365,Bernalillo,Precinct 500,305,291,67,0,6,0,0,0,303,340,443,203,400,231,001
366,Bernalillo,Precinct 502,198,282,87,11,9,0,0,0,196,376,319,247,261,301,001
367,Bernalillo,Precinct 503,127,177,54,6,0,0,0,0,126,232,202,160,160,194,001
368,Bernalillo,Precinct 504,117,175,61,9,0,0,0,0,133,216,198,153,166,180,001
369,Bernalillo,Precinct 505,159,184,74,0,0,0,0,0,167,235,237,169,199,200,001
370,Bernalillo,Precinct 506,134,172,53,10,0,0,0,0,133,226,212,149,176,181,001
371,Bernalillo,Precinct 507,175,172,52,0,0,0,0,0,180,218,261,136,226,166,001
372,Bernalillo,Precinct 508,144,158,46,0,0,0,0,0,139,203,209,135,180,163,001
373,Bernalillo,Precinct 509,91,123,42,0,0,0,0,0,85,162,133,113,108,134,001
374,Bernalillo,Precinct 510,258,294,95,8,0,0,0,0,270,364,364,269,319,314,001
375,Bernalillo,Precinct 511,259,232,82,0,0,0,0,0,269,277,361,186,328,209,001
376,Bernalillo,Precinct 512,267,310,79,0,10,0,0,0,266,369,430,209,351,276,001
377,Bernalillo,Precinct 513,352,368,95,0,13,0,0,0,368,439,533,272,448,347,001
378,Bernalillo,Precinct 514,268,269,93,10,0,0,0,0,271,347,394,233,349,266,001
379,Bernalillo,Precinct 515,215,195,57,0,0,0,0,0,230,225,316,143,285,166,001
380,Bernalillo,Precinct 516,296,350,121,11,11,0,0,0,306,449,464,283,389,345,001
381,Bernalillo,Precinct 517,223,173,64,0,9,0,0,0,226,227,315,138,278,162,001
382,Bernalillo,Precinct 518,292,279,93,0,7,0,0,0,317,329,437,208,389,241,001
383,Bernalillo,Precinct 519,137,125,52,0,0,0,0,0,144,166,206,99,184,124,001
384,Bernalillo,Precinct 520,372,402,85,0,8,0,0,0,371,465,566,277,497,333,001
385,Bernalillo,Precinct 521,260,279,82,10,9,0,0,0,285,341,392,222,343,266,001
386,Bernalillo,Precinct 522,398,416,108,6,14,0,0,0,405,510,595,311,524,377,001
387,Bernalillo,Precinct 523,223,233,73,7,0,0,0,0,222,298,342,183,295,219,001
388,Bernalillo,Precinct 524,127,112,47,0,0,0,0,0,138,140,207,76,172,106,001
389,Bernalillo,Precinct 525,222,282,87,13,0,0,0,0,239,333,348,234,295,274,001
390,Bernalillo,Precinct 526,312,294,72,8,7,0,0,0,325,350,446,226,408,247,001
391,Bernalillo,Precinct 527,135,82,32,0,0,0,0,0,133,113,184,62,172,67,001
392,Bernalillo,Precinct 528,146,105,42,0,0,0,0,0,146,147,209,81,179,109,001
393,Bernalillo,Precinct 529,374,414,106,12,0,0,0,0,351,521,534,343,458,388,001
394,Bernalillo,Precinct 530,274,363,72,7,0,0,0,0,293,413,414,282,377,310,001
395,Bernalillo,Precinct 531,140,216,76,9,0,0,0,0,139,284,227,202,192,228,001
396,Bernalillo,Precinct 532,177,227,68,6,0,0,0,0,159,299,257,200,219,232,001
397,Bernalillo,Precinct 533,144,178,49,10,0,0,0,0,133,236,204,166,172,192,001
398,Bernalillo,Precinct 534,239,250,94,6,7,0,0,0,237,337,354,211,296,263,001
399,Bernalillo,Precinct 535,158,192,69,0,0,0,0,0,159,251,230,173,195,211,001
400,Bernalillo,Precinct 536,124,140,44,0,0,0,0,0,130,173,174,127,146,152,001
401,Bernalillo,Precinct 537,276,407,90,0,0,0,0,0,316,447,506,262,426,325,001
402,Bernalillo,Precinct 538,258,356,52,0,11,0,0,0,272,388,419,237,350,293,001
403,Bernalillo,Precinct 539,351,448,75,10,7,0,0,0,345,507,552,306,477,372,001
404,Bernalillo,Precinct 540,292,310,80,10,8,0,0,0,283,395,444,229,360,301,001
405,Bernalillo,Precinct 541,964,451,195,0,9,6,0,0,1008,567,1245,344,1146,409,001
406,Bernalillo,Precinct 542,178,233,76,0,0,0,0,0,180,292,270,201,219,245,001
407,Bernalillo,Precinct 543,124,170,58,0,0,0,0,0,129,216,188,150,155,182,001
408,Bernalillo,Precinct 544,239,269,64,6,0,0,0,0,215,349,315,246,272,284,001
409,Bernalillo,Precinct 545,205,245,48,11,6,0,0,0,196,301,294,199,243,244,001
410,Bernalillo,Precinct 546,273,227,60,8,10,0,0,0,260,302,391,172,358,196,001
411,Bernalillo,Precinct 547,169,251,61,0,0,0,0,0,181,285,250,218,207,252,001
412,Bernalillo,Precinct 548,339,343,82,0,10,0,0,0,348,413,510,248,441,309,001
413,Bernalillo,Precinct 549,277,296,86,12,6,0,0,0,295,365,410,245,362,280,001
414,Bernalillo,Precinct 550,196,251,58,6,6,0,0,0,197,309,292,204,251,243,001
415,Bernalillo,Precinct 551,55,91,18,0,0,0,0,0,58,103,82,80,61,98,001
416,Bernalillo,Precinct 552,367,358,88,9,6,0,0,0,365,436,491,301,408,370,001
417,Bernalillo,Precinct 553,860,550,202,23,16,0,0,0,917,685,1135,459,1026,528,001
418,Bernalillo,Precinct 554,193,204,47,0,6,0,0,0,187,260,246,198,206,230,001
419,Bernalillo,Precinct 555,196,190,48,11,0,6,0,0,219,221,285,152,241,190,001
420,Bernalillo,Precinct 556,186,197,51,0,10,0,0,0,216,225,273,167,254,178,001
421,Bernalillo,Precinct 557,1023,588,222,29,25,0,0,0,1015,815,1299,536,1187,611,001
422,Bernalillo,Precinct 558,191,174,40,6,0,0,0,0,187,221,252,151,225,169,001
423,Bernalillo,Precinct 559,471,476,145,9,0,0,0,0,513,579,669,411,567,488,001
424,Bernalillo,Precinct 560,565,414,104,6,15,0,0,0,590,476,786,279,693,349,001
425,Bernalillo,Precinct 561,317,310,118,7,10,0,0,0,317,425,483,258,413,310,001
426,Bernalillo,Precinct 562,346,549,107,6,7,0,0,0,351,614,627,348,492,466,001
427,Bernalillo,Precinct 563,398,329,107,7,17,0,0,0,410,424,610,223,542,279,001
428,Bernalillo,Precinct 564,201,167,48,0,6,0,0,0,210,194,300,107,272,125,001
429,Bernalillo,Precinct 565,248,227,49,0,7,0,0,0,228,288,358,160,313,203,001
430,Bernalillo,Precinct 566,453,398,104,0,0,0,0,0,464,470,666,261,619,300,001
431,Bernalillo,Precinct 567,55,44,11,0,0,0,0,0,64,45,89,21,79,32,001
432,Bernalillo,Precinct 568,533,336,73,6,0,0,0,0,527,394,712,219,644,270,001
433,Bernalillo,Precinct 569,465,581,126,0,9,0,0,0,514,640,753,388,661,476,001
434,Bernalillo,Precinct 570,334,318,92,9,6,0,0,0,354,385,460,267,416,300,001
435,Bernalillo,Precinct 571,421,367,117,14,0,0,0,0,415,472,563,332,477,398,001
436,Bernalillo,Precinct 572,171,145,50,0,0,0,0,0,163,196,222,137,195,156,001
437,Bernalillo,Precinct 573,486,380,78,7,7,0,0,0,491,442,612,317,570,347,001
438,Bernalillo,Precinct 601,321,275,87,0,6,0,0,0,331,343,469,197,417,242,001
439,Bernalillo,Precinct 602,770,509,124,11,14,0,0,0,774,602,1028,364,958,424,001
440,Bernalillo,Precinct 603,982,1097,214,21,28,0,0,0,1054,1226,1553,715,1344,877,001
441,Catron,Precinct 001,262,76,28,0,0,0,0,0,222,117,225,112,221,105,003
442,Catron,Precinct 002,339,74,22,6,0,0,0,0,322,103,324,95,321,94,003
443,Catron,Precinct 003,185,90,17,0,0,0,0,0,161,121,177,103,173,101,003
444,Catron,Precinct 004,163,43,6,0,0,0,0,0,146,59,147,46,142,53,003
445,Catron,Precinct 005,436,124,31,8,0,7,0,0,424,168,452,131,430,149,003
446,Catron,Precinct 006,79,20,7,0,0,0,0,0,80,31,84,26,86,23,003
447,Chaves,PRECINCT 001,314,62,19,0,0,0,0,0,317,78,320,69,322,67,005
448,Chaves,PRECINCT 002,276,91,30,0,0,0,0,0,286,112,286,110,300,96,005
449,Chaves,PRECINCT 003,306,104,33,0,6,0,0,0,309,135,319,118,314,118,005
450,Chaves,PRECINCT 004,257,110,32,0,0,0,0,0,272,121,272,121,269,120,005
451,Chaves,PRECINCT 005,777,194,60,0,10,0,0,0,770,265,788,226,797,208,005
452,Chaves,PRECINCT 006,296,106,22,6,0,0,0,0,297,134,292,132,305,118,005
453,Chaves,PRECINCT 007,411,106,35,0,0,0,0,0,393,158,423,123,428,118,005
454,Chaves,PRECINCT 009,530,124,39,0,10,0,0,0,529,167,550,141,566,130,005
455,Chaves,PRECINCT 010,505,71,30,0,0,0,0,0,499,101,515,76,523,71,005
456,Chaves,PRECINCT 011,565,125,53,0,0,0,0,0,573,157,604,116,598,120,005
457,Chaves,PRECINCT 012,284,32,25,0,0,0,0,0,279,66,293,44,291,44,005
458,Chaves,PRECINCT 013,258,137,31,0,0,0,0,0,273,155,253,166,269,149,005
459,Chaves,PRECINCT 014,244,134,45,0,7,0,0,0,257,160,268,146,269,146,005
460,Chaves,PRECINCT 015,152,74,23,0,0,0,0,0,157,94,166,80,167,81,005
461,Chaves,PRECINCT 016,180,77,21,0,0,0,0,0,169,100,187,81,188,78,005
462,Chaves,PRECINCT 021,583,181,52,0,0,0,0,0,588,222,626,182,626,177,005
463,Chaves,PRECINCT 022,314,144,43,7,0,0,0,0,325,175,343,149,342,150,005
464,Chaves,PRECINCT 023,180,92,30,0,0,0,0,0,188,107,175,113,180,106,005
465,Chaves,PRECINCT 024,101,68,19,0,0,0,0,0,105,79,96,83,101,79,005
466,Chaves,PRECINCT 025,135,80,21,0,0,0,0,0,140,98,136,95,130,102,005
467,Chaves,PRECINCT 031,213,126,49,0,0,0,0,0,245,135,216,166,222,156,005
468,Chaves,PRECINCT 032,97,70,22,0,0,0,0,0,112,71,91,83,88,84,005
469,Chaves,PRECINCT 033,157,106,30,0,0,0,0,0,170,121,151,136,155,133,005
470,Chaves,PRECINCT 034,79,84,21,0,0,0,0,0,95,83,80,97,77,102,005
471,Chaves,PRECINCT 035,170,93,33,0,0,0,0,0,190,107,187,102,185,105,005
472,Chaves,PRECINCT 036,390,100,28,0,0,0,0,0,377,137,369,133,391,115,005
473,Chaves,PRECINCT 041,526,149,54,0,0,0,0,0,529,195,545,175,541,174,005
474,Chaves,PRECINCT 042,95,86,22,0,0,0,0,0,104,96,94,104,93,104,005
475,Chaves,PRECINCT 043,95,117,34,0,0,0,0,0,102,137,98,137,102,131,005
476,Chaves,PRECINCT 044,17,0,0,0,0,0,0,0,17,0,14,0,18,0,005
477,Chaves,PRECINCT 045,15,0,0,0,0,0,0,0,15,0,15,0,15,0,005
478,Chaves,PRECINCT 046,79,9,6,0,0,0,0,0,80,17,83,13,83,11,005
479,Chaves,PRECINCT 047,6,0,0,0,0,0,0,0,6,0,6,0,0,0,005
480,Chaves,PRECINCT 051,57,68,20,0,0,0,0,0,68,73,50,89,51,86,005
481,Chaves,PRECINCT 052,188,127,24,0,0,0,0,0,196,136,180,143,185,141,005
482,Chaves,PRECINCT 061,42,95,22,0,0,0,0,0,67,88,37,114,37,113,005
483,Chaves,PRECINCT 062,75,140,18,0,0,0,0,0,94,125,64,154,63,151,005
484,Chaves,PRECINCT 063,172,285,41,0,0,0,0,0,182,305,151,329,165,316,005
485,Chaves,PRECINCT 071,243,58,18,0,0,0,0,0,245,79,247,70,251,65,005
486,Chaves,PRECINCT 072,266,194,50,0,0,0,0,0,297,202,271,224,287,209,005
487,Chaves,PRECINCT 073,165,55,21,0,0,0,0,0,179,57,178,52,183,50,005
488,Chaves,PRECINCT 081,96,60,14,0,0,0,0,0,96,70,95,69,92,72,005
489,Chaves,PRECINCT 082,174,100,38,0,0,0,0,0,179,127,184,118,189,109,005
490,Chaves,PRECINCT 083,154,53,16,0,0,0,0,0,151,69,148,70,152,66,005
491,Chaves,PRECINCT 084,254,123,48,0,0,0,0,0,269,148,266,143,252,154,005
492,Chaves,PRECINCT 085,183,84,14,0,0,0,0,0,182,95,181,95,183,89,005
493,Chaves,PRECINCT 090,123,89,26,0,0,0,0,0,134,102,121,112,118,115,005
494,Chaves,PRECINCT 091,303,170,37,0,0,0,0,0,302,205,286,212,297,197,005
495,Chaves,PRECINCT 092,155,65,23,0,0,0,0,0,167,72,152,82,156,79,005
496,Chaves,PRECINCT 093,323,159,50,0,0,0,0,0,329,196,330,197,328,196,005
497,Chaves,PRECINCT 094,168,181,31,0,0,0,0,0,177,188,168,190,160,198,005
498,Chaves,PRECINCT 101,537,189,52,0,0,0,0,0,543,223,516,239,525,226,005
499,Chaves,PRECINCT 102,376,142,68,0,0,0,0,0,394,183,364,207,370,195,005
500,Chaves,PRECINCT 103,137,41,14,0,0,0,0,0,141,50,140,51,137,52,005
501,Chaves,PRECINCT 104,74,0,0,0,0,0,0,0,73,0,76,0,74,0,005
502,Cibola,PRECINCT 001,98,10,6,0,0,0,0,0,85,23,91,21,198,69,006
503,Cibola,PRECINCT 002,65,96,28,0,0,0,0,0,66,111,59,117,247,693,006
504,Cibola,PRECINCT 003,38,24,13,0,0,0,0,0,34,41,33,34,56,30,006
505,Cibola,PRECINCT 004,208,52,12,0,10,0,0,0,192,84,202,74,197,210,006
506,Cibola,PRECINCT 005,186,639,136,16,7,0,9,0,246,701,237,696,137,243,006
507,Cibola,PRECINCT 006,53,30,0,0,0,0,0,0,51,36,52,35,306,348,006
508,Cibola,PRECINCT 007,229,137,58,7,0,0,0,0,209,207,207,198,149,212,006
509,Cibola,PRECINCT 008,153,186,50,0,0,0,0,0,147,239,157,220,214,296,006
510,Cibola,PRECINCT 009,335,272,75,0,0,0,0,0,317,347,357,303,128,119,006
511,Cibola,PRECINCT 010,166,149,56,0,0,0,0,0,154,214,188,182,87,144,006
512,Cibola,PRECINCT 011,239,231,64,0,0,0,0,0,222,305,242,280,260,127,006
513,Cibola,PRECINCT 012,125,105,29,0,0,0,0,0,117,134,134,119,349,328,006
514,Cibola,PRECINCT 013,113,108,24,0,0,0,0,0,95,146,91,141,157,129,006
515,Cibola,PRECINCT 014,273,100,33,0,0,0,0,0,241,151,262,132,97,443,006
516,Cibola,PRECINCT 015,396,252,68,0,0,0,0,0,347,349,372,314,32,102,006
517,Cibola,PRECINCT 016,156,119,24,0,0,0,0,0,156,134,176,114,93,63,006
518,Cibola,PRECINCT 017,54,430,83,11,0,0,0,0,94,458,167,374,71,217,006
519,Cibola,PRECINCT 018,44,96,9,0,0,0,0,0,48,92,51,90,48,120,006
520,Cibola,PRECINCT 019,103,46,14,0,0,0,0,0,95,63,100,55,45,127,006
521,Cibola,PRECINCT 020,55,193,48,0,0,0,0,0,65,226,114,173,12,46,006
522,Cibola,PRECINCT 021,31,108,33,0,0,0,0,0,45,125,72,97,45,137,006
523,Cibola,PRECINCT 022,21,121,31,0,0,0,0,0,36,133,72,98,36,90,006
524,Cibola,PRECINCT 023,0,39,13,0,0,0,0,0,9,49,29,29,3130,4482,006
525,Cibola,PRECINCT 024,24,122,33,0,0,0,0,0,33,149,64,118,130,53,006
526,Cibola,PRECINCT 025,25,76,25,0,0,0,0,0,29,97,61,65,159,129,006
527,Colfax,Precinct 001,561,403,105,20,6,0,0,0,86,134,88,125,503,265,007
528,Colfax,Precinct 002,117,141,36,0,0,0,0,0,297,197,298,191,583,271,007
529,Colfax,Precinct 003,110,95,27,0,0,0,0,0,398,285,451,231,323,146,007
530,Colfax,Precinct 004,143,97,20,0,0,0,0,0,134,273,114,285,423,119,007
531,Colfax,Precinct 005,181,170,39,0,0,0,0,0,346,366,363,344,462,111,007
532,Colfax,Precinct 007,105,71,23,0,0,0,0,0,213,271,220,258,83,15,007
533,Colfax,Precinct 010,73,18,0,0,0,0,0,0,170,318,129,354,214,48,007
534,Colfax,Precinct 011,57,50,17,0,0,0,0,0,424,368,436,364,97,8,007
535,Colfax,Precinct 012,66,68,15,0,0,0,0,0,192,265,179,282,311,61,007
536,Colfax,Precinct 013,33,40,9,0,0,0,0,0,177,260,169,266,25,0,007
537,Colfax,Precinct 014,80,59,14,0,0,0,0,0,583,366,666,285,452,256,007
538,Colfax,Precinct 015,163,96,25,0,0,0,0,0,453,331,479,300,322,102,007
539,Colfax,Precinct 016,241,191,41,0,0,0,0,0,3473,3434,3592,3285,12496,5902,007
540,Colfax,Precinct 017,76,104,17,0,0,0,0,0,582,483,683,369,629,421,007
541,Colfax,Precinct 018,33,45,0,0,0,0,0,0,117,164,139,148,120,163,007
542,Colfax,Precinct 019,20,50,8,0,0,0,0,0,118,114,140,88,123,103,007
543,Colfax,Precinct 020,82,118,39,0,0,0,0,0,121,134,148,110,136,116,007
544,Colfax,Precinct 021,170,167,51,0,0,0,0,0,184,204,221,163,213,171,007
545,Colfax,Precinct 022,274,146,34,0,0,0,0,0,97,101,118,78,111,84,007
546,Curry,PRECINCT 001,90,0,0,0,0,0,0,0,75,11,78,10,76,9,009
547,Curry,PRECINCT 002,129,8,0,0,0,0,0,0,116,17,121,15,125,9,009
548,Curry,PRECINCT 003,113,13,7,0,0,0,0,0,104,20,112,15,110,18,009
549,Curry,PRECINCT 004,340,30,19,0,0,0,0,0,280,87,293,66,317,40,009
550,Curry,PRECINCT 005,163,49,22,0,0,0,0,0,148,71,149,68,147,68,009
551,Curry,PRECINCT 006,47,100,23,0,0,0,0,0,53,110,41,124,44,120,009
552,Curry,PRECINCT 007,79,151,25,0,0,0,0,0,91,153,73,169,63,179,009
553,Curry,PRECINCT 008,193,175,48,0,0,0,0,0,203,201,183,218,184,214,009
554,Curry,PRECINCT 009,182,167,49,0,7,0,0,0,199,183,173,205,171,207,009
555,Curry,PRECINCT 010,256,40,13,0,0,0,0,0,238,63,246,53,248,51,009
556,Curry,PRECINCT 011,456,178,72,0,0,0,0,0,450,238,451,231,440,235,009
557,Curry,PRECINCT 012,302,152,42,0,0,0,0,0,284,200,284,194,287,190,009
558,Curry,PRECINCT 013,244,80,38,0,0,0,0,0,235,113,245,103,242,104,009
559,Curry,PRECINCT 014,295,79,27,0,0,0,0,0,284,108,288,102,292,99,009
560,Curry,PRECINCT 015,254,98,43,0,7,0,0,0,257,136,256,130,236,146,009
561,Curry,PRECINCT 016,32,0,0,0,0,0,0,0,26,7,27,7,29,0,009
562,Curry,PRECINCT 017,431,103,34,0,0,0,0,0,428,126,446,110,451,103,009
563,Curry,PRECINCT 018,1013,234,50,0,32,0,0,0,988,286,985,263,990,256,009
564,Curry,PRECINCT 019,647,129,52,0,6,0,0,0,607,199,626,172,632,159,009
565,Curry,PRECINCT 020,186,126,41,0,0,0,0,0,198,155,187,161,182,165,009
566,Curry,PRECINCT 021,229,135,42,0,0,0,0,0,224,171,227,162,216,171,009
567,Curry,PRECINCT 022,87,67,22,6,0,0,0,0,93,85,81,95,84,94,009
568,Curry,PRECINCT 023,328,49,23,0,6,0,0,0,315,82,321,66,335,57,009
569,Curry,PRECINCT 024,576,193,46,0,0,0,0,0,556,240,566,219,569,218,009
570,Curry,PRECINCT 025,53,105,14,0,0,0,0,0,57,109,42,125,39,126,009
571,Curry,PRECINCT 026,76,70,14,0,0,0,0,0,79,71,68,82,72,78,009
572,Curry,PRECINCT 027,51,44,0,0,0,0,0,0,48,51,40,58,38,56,009
573,Curry,PRECINCT 028,73,62,20,0,0,0,0,0,86,66,69,81,65,84,009
574,Curry,PRECINCT 029,103,71,15,0,0,0,0,0,102,81,107,72,98,79,009
575,Curry,PRECINCT 030,220,28,16,0,0,0,0,0,205,52,202,48,209,36,009
576,Curry,PRECINCT 031,134,46,20,0,0,0,0,0,126,67,138,56,136,56,009
577,Curry,PRECINCT 032,211,50,27,0,0,0,0,0,204,69,217,55,215,53,009
578,Curry,PRECINCT 033,325,80,23,0,0,0,0,0,316,100,317,95,321,95,009
579,Curry,PRECINCT 034,89,0,0,0,0,0,0,0,66,19,75,9,76,8,009
580,Curry,PRECINCT 035,396,48,23,0,0,0,0,0,367,91,391,70,398,54,009
581,Curry,PRECINCT 036,137,21,12,0,0,0,0,0,130,35,136,28,138,25,009
582,Curry,PRECINCT 037,495,133,33,0,11,0,0,0,482,178,501,148,495,153,009
583,De Baca,Precinct 001,68,7,6,0,0,0,0,0,64,13,65,7,63,6,011
584,De Baca,Precinct 002,335,59,36,0,0,0,0,0,275,135,293,107,288,109,011
585,De Baca,Precinct 003,178,65,32,0,0,0,0,0,144,116,157,100,155,97,011
586,De Baca,Precinct 004,39,62,15,0,0,0,0,0,46,56,36,67,38,59,011
